artifact,scope,status,generator,evidence,notes,current_path,disposition
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/KEN/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/KEN/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/KEN/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/KEN/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/KEN/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/KEN/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/LBN/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/LBN/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/LBN/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/LBN/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/LBN/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/LBN/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MDG/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MDG/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MDG/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MDG/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MDG/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MDG/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MOZ/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MOZ/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MOZ/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MOZ/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MOZ/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MOZ/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MWI/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MWI/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MWI/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MWI/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MWI/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/MWI/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/PAK/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/PAK/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/PAK/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/PAK/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/PAK/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/PAK/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SDN/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SDN/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SDN/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SDN/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SDN/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SDN/nowcasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SLV/forecasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SLV/forecasting_predictions.csv,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SLV/manifest.json,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SLV/manifest.json,retained
2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SLV/nowcasting_predictions.csv,checkpoint,generated_confirmed,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py,2.Source Code/generate_strict_temporal_leave_one_country_out_robustness.py:327-333 path map; 349-357 CSV/json writes and os.replace; 879 checkpoint directory.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/.strict_temporal_loco_checkpoints/SLV/nowcasting_predictions.csv,retained
